account_id,risk_score,triggered_patterns,evidence
ACC004087,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000307,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002225,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003303,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004060,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001509,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004362,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002106,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000709,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001176,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001927,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001590,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000850,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002617,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002141,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000135,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002507,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000685,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001714,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003409,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002391,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004894,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004536,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001131,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002511,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000913,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004900,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004579,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003357,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004277,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000042,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004189,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001105,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003715,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004849,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004107,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002348,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002431,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003417,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001346,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001605,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002998,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001318,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000483,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001547,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001227,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004101,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004298,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003401,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001328,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001332,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000372,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000401,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001730,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001740,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000482,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000640,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000088,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002019,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004175,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000360,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002204,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001106,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002395,15,fan_in_aggregation,fan_in_aggregation: one of 6 accounts feeding a common recipient within 400min
ACC000290,15,fan_in_aggregation,fan_in_aggregation: one of 6 accounts feeding a common recipient within 400min
ACC003015,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000776,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003562,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004010,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002933,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002825,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002976,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003379,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000828,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002526,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001282,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002576,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004384,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004489,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002798,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001368,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002076,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004155,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001507,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001792,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002166,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000700,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002581,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004415,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003249,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001199,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002407,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004654,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000965,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000773,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001952,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004506,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000972,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002916,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004364,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001982,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002193,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002603,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004577,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000928,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC003615,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003500,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000300,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001919,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000036,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002760,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004082,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004450,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001728,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC003137,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001278,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004420,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004223,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004516,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000068,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002698,15,fan_in_aggregation,fan_in_aggregation: one of 8 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001153,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC002253,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC002702,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002919,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001312,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC003491,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004586,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003001,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003209,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000613,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004128,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001337,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000212,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001958,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002650,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003813,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001425,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002844,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001147,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004026,15,fan_in_aggregation,fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001802,15,fan_in_aggregation,fan_in_aggregation: one of 8 accounts feeding a common recipient within 400min
ACC002959,15,fan_in_aggregation,fan_in_aggregation: one of 8 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001463,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004248,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001434,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004940,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000631,15,fan_in_aggregation,fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC003212,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC001064,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC001939,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC000459,15,fan_in_aggregation,fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
MERCHANT_INSURANCE_34,14,fan_in_aggregation,fan_in_aggregation: received from 7 accounts within 400min (8.9x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_48,14,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (8.5x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_11,14,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (9.1x its own baseline rate); no rapid cash-out observed
MERCHANT_INSURANCE_14,13,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (8.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_36,13,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (8.1x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_27,13,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.5x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_32,13,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (7.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_50,13,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.9x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_6,13,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (8.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_39,13,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (8.3x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_5,13,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.5x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_31,13,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (7.8x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_18,13,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (8.3x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_26,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_32,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.0x its own baseline rate); no rapid cash-out observed
MERCHANT_INSURANCE_33,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.3x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_49,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_40,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_INSURANCE_40,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.1x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_19,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_31,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_46,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_18,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_2,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.0x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_30,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_50,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_27,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.5x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_25,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_INSURANCE_46,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.3x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_16,12,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_13,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_3,12,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_30,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_INSURANCE_31,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.3x its own baseline rate); no rapid cash-out observed
MERCHANT_UTILITIES_32,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_37,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_29,12,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.5x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_47,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_33,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.5x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_6,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_36,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_10,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_HEALTHCARE_17,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_43,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_44,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_32,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_40,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.1x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_5,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_22,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_49,12,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_43,12,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_10,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_RENT_46,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_41,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_10,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.1x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_11,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_43,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.3x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_48,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.0x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_3,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_21,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.5x its own baseline rate); no rapid cash-out observed
MERCHANT_RESTAURANT_42,12,fan_in_aggregation,fan_in_aggregation: received from 6 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_3,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.9x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_47,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.1x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_15,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.7x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_6,12,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.6x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_43,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.7x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_42,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (6.8x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_47,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.2x its own baseline rate); no rapid cash-out observed
MERCHANT_SUBSCRIPTION_1,12,fan_in_aggregation,fan_in_aggregation: received from 5 accounts within 400min (7.1x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_13,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_48,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_49,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (6.0x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_45,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_46,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.8x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_44,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_11,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.9x its own baseline rate); no rapid cash-out observed
MERCHANT_GROCERY_29,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_FUEL_38,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.6x its own baseline rate); no rapid cash-out observed
MERCHANT_RETAIL_40,11,fan_in_aggregation,fan_in_aggregation: received from 4 accounts within 400min (5.5x its own baseline rate); no rapid cash-out observed
