transaction_id,src_account,dst_account,pattern_type,is_fraud
affaf95e-13f,ACC003737,MERCHANT_SUBSCRIPTION_25,normal,0
14730151-289,ACC000736,ACC004349,normal,0
684fc33c-b14,ACC004516,MERCHANT_RENT_11,normal,0
99858c45-511,ACC003896,MERCHANT_FUEL_8,normal,0
8d66eb97-1b8,ACC000885,MERCHANT_RETAIL_22,normal,0
e9809353-99a,ACC000613,MERCHANT_UTILITIES_41,normal,0
11e3d455-ed9,ACC000120,MERCHANT_RETAIL_15,normal,0
dc99f4d6-60c,ACC000226,MERCHANT_RETAIL_16,normal,0
fd555de0-5a3,ACC002941,MERCHANT_FUEL_2,normal,0
69845bd4-19d,ACC000481,MERCHANT_RESTAURANT_1,normal,0
c88b7a7e-6c9,ACC001660,ACC001373,normal,0
35af7060-e5c,ACC004143,MERCHANT_RENT_7,normal,0
de83b6dc-910,ACC003119,MERCHANT_GROCERY_17,normal,0
94453748-c13,ACC003566,MERCHANT_RESTAURANT_26,normal,0
ca8aabad-8da,ACC003935,MERCHANT_UTILITIES_1,normal,0
575f4873-5a2,ACC004844,MERCHANT_RESTAURANT_41,normal,0
073d92c4-6b0,ACC004618,MERCHANT_GROCERY_32,normal,0
8b38ff94-c7a,ACC001096,MERCHANT_UTILITIES_41,normal,0
90c53541-9c9,ACC004744,MERCHANT_RETAIL_45,normal,0
735004c1-734,EXTERNAL_PAYROLL,ACC001971,normal,0
23c1b5ec-87a,ACC002923,MERCHANT_HEALTHCARE_10,normal,0
4e1c5446-3be,ACC004977,ACC001081,normal,0
f23c26aa-eed,ACC004713,MERCHANT_RETAIL_27,normal,0
6c446bee-eda,ACC001876,MERCHANT_RETAIL_41,normal,0
647fc8a1-d17,ACC000970,MERCHANT_UTILITIES_18,normal,0
0ac40953-1e9,ACC001981,MERCHANT_INSURANCE_24,normal,0
3b7da073-4ba,ACC000521,MERCHANT_RETAIL_23,normal,0
cb66a0ff-87e,ACC004996,MERCHANT_HEALTHCARE_3,normal,0
cc06abe2-86f,ACC001923,MERCHANT_RENT_27,normal,0
6e1844dc-08c,ACC002614,MERCHANT_SUBSCRIPTION_49,normal,0
b9781a70-d2a,ACC002415,MERCHANT_UTILITIES_47,normal,0
2c69c24d-694,ACC003836,MERCHANT_UTILITIES_42,normal,0
2de177c9-4f7,ACC004679,MERCHANT_RENT_4,normal,0
6e24c1be-666,ACC000645,MERCHANT_SUBSCRIPTION_34,normal,0
a014efe5-c33,ACC002778,MERCHANT_SUBSCRIPTION_33,normal,0
a406e21a-e23,ACC002953,MERCHANT_UTILITIES_25,normal,0
2e826bd8-d8e,ACC002003,MERCHANT_SUBSCRIPTION_25,normal,0
ad90c312-aeb,ACC000667,MERCHANT_UTILITIES_17,normal,0
86b99521-cdc,ACC004446,MERCHANT_RESTAURANT_30,normal,0
786cc14e-30a,EXTERNAL_SCAM_VICTIM_87,ACC000004,rapid_passthrough,1
631e23a7-c60,ACC002540,MERCHANT_RETAIL_16,normal,0
164a33e3-749,ACC001315,MERCHANT_HEALTHCARE_44,normal,0
8bd8577e-7be,ACC003302,MERCHANT_RETAIL_18,normal,0
b8984da5-f32,EXTERNAL_PAYROLL,ACC003634,normal,0
af33e234-eb8,ACC002086,MERCHANT_INSURANCE_46,normal,0
95472131-7ef,ACC000020,MERCHANT_RESTAURANT_2,normal,0
8f238fe8-c37,ACC003096,MERCHANT_UTILITIES_40,normal,0
a583cf55-157,ACC001884,MERCHANT_FUEL_2,normal,0
fd30d258-fdb,ACC000861,MERCHANT_RESTAURANT_43,normal,0
cc68a313-dfd,ACC003800,MERCHANT_RENT_13,normal,0
27d9f93e-441,ACC001463,MERCHANT_FUEL_1,normal,0
77c6834f-b09,ACC000787,MERCHANT_UTILITIES_10,normal,0
4f3cd8d4-cfe,ACC001190,MERCHANT_HEALTHCARE_41,normal,0
871847c9-a4d,ACC000858,MERCHANT_RENT_8,normal,0
3c8f6ac0-6c8,ACC000641,MERCHANT_UTILITIES_24,normal,0
dd4ce2f0-28b,ACC002164,MERCHANT_RESTAURANT_37,normal,0
d129807e-f72,ACC001923,ACC000148,normal,0
e6353095-6b9,ACC004335,MERCHANT_RESTAURANT_41,normal,0
79cc7732-eb3,ACC003448,MERCHANT_GROCERY_45,normal,0
ec0c786b-612,ACC001108,MERCHANT_SUBSCRIPTION_36,normal,0
1c93b00c-2b0,ACC001841,MERCHANT_SUBSCRIPTION_19,normal,0
69439425-685,ACC001850,MERCHANT_GROCERY_17,normal,0
b6111fa0-928,ACC001065,MERCHANT_GROCERY_46,normal,0
c9604237-2f9,ACC002779,MERCHANT_UTILITIES_43,normal,0
912388b0-de9,ACC001304,MERCHANT_HEALTHCARE_37,normal,0
b672a4b9-6c8,ACC000666,MERCHANT_SUBSCRIPTION_10,normal,0
9ce6de57-526,ACC004540,MERCHANT_RENT_44,normal,0
caa31cc0-6bd,ACC002378,MERCHANT_SUBSCRIPTION_27,normal,0
da81893b-fd1,ACC003502,MERCHANT_RESTAURANT_34,normal,0
1840507b-64e,ACC000726,MERCHANT_RENT_15,normal,0
b81e075b-31e,ACC001899,MERCHANT_RENT_26,normal,0
e17f424d-86e,ACC003752,ACC000127,normal,0
4f73c8ad-1f7,ACC002677,MERCHANT_SUBSCRIPTION_50,normal,0
e00147c2-22f,ACC000846,MERCHANT_INSURANCE_30,normal,0
a56514e7-594,ACC004008,MERCHANT_SUBSCRIPTION_42,normal,0
d51bc76c-01e,ACC002572,MERCHANT_RESTAURANT_14,normal,0
13654b41-5d0,ACC002762,MERCHANT_RESTAURANT_8,normal,0
093515c6-65a,ACC003575,MERCHANT_UTILITIES_24,normal,0
ebbda2de-49a,ACC000810,MERCHANT_UTILITIES_23,normal,0
a8574839-487,ACC002529,MERCHANT_FUEL_27,normal,0
335beebe-96e,EXTERNAL_PAYROLL,ACC004129,normal,0
04086b1c-423,ACC004928,MERCHANT_GROCERY_1,normal,0
249cb42d-02b,ACC003320,MERCHANT_HEALTHCARE_19,normal,0
96e16ec7-509,ACC000917,MERCHANT_RETAIL_30,normal,0
0d0251d1-807,ACC004257,MERCHANT_UTILITIES_47,normal,0
cffded59-30f,ACC001987,MERCHANT_HEALTHCARE_5,normal,0
718bc02b-c34,ACC001097,MERCHANT_UTILITIES_19,normal,0
773db05c-154,ACC002129,MERCHANT_RESTAURANT_46,normal,0
5a5e9c60-588,ACC000677,MERCHANT_SUBSCRIPTION_4,normal,0
eff25be0-8d4,ACC004274,MERCHANT_FUEL_44,normal,0
a42ee418-4e8,ACC002766,MERCHANT_SUBSCRIPTION_23,normal,0
6412a9f6-08e,ACC003307,MERCHANT_RENT_5,normal,0
428778e9-3c9,ACC002981,MERCHANT_UTILITIES_38,normal,0
1ea7b571-1f1,ACC003908,MERCHANT_RETAIL_42,normal,0
628535dc-d77,ACC001623,MERCHANT_UTILITIES_6,normal,0
de0ba7f5-864,ACC000786,MERCHANT_RESTAURANT_28,normal,0
865fa015-39c,ACC004038,MERCHANT_RENT_35,normal,0
1e1842b2-fd3,ACC002692,MERCHANT_INSURANCE_50,normal,0
3ca88676-12b,ACC000546,MERCHANT_UTILITIES_36,normal,0
fa96303b-70c,ACC000603,MERCHANT_RETAIL_36,normal,0
e3040f83-e39,ACC000486,ACC004454,normal,0
f4eac12d-308,ACC004073,MERCHANT_UTILITIES_49,normal,0
42a2b6fe-075,ACC001781,MERCHANT_GROCERY_8,normal,0
6080d1d5-ab8,ACC002390,MERCHANT_SUBSCRIPTION_30,normal,0
07debe53-fcc,ACC001055,MERCHANT_INSURANCE_8,normal,0
5a107591-11b,ACC004215,MERCHANT_INSURANCE_32,normal,0
5335a8ff-de1,ACC004870,MERCHANT_INSURANCE_42,normal,0
9f1cfe26-3fe,ACC002673,MERCHANT_FUEL_39,normal,0
e2718faa-916,ACC001805,MERCHANT_RETAIL_24,normal,0
cc9d7795-f95,ACC001948,MERCHANT_RENT_42,normal,0
71ae2ea8-495,ACC001759,MERCHANT_UTILITIES_43,normal,0
9ede0cc5-aa8,ACC002758,ACC000450,normal,0
e1987f35-932,ACC004207,MERCHANT_RETAIL_25,normal,0
3466c8c8-218,ACC002339,MERCHANT_RENT_49,normal,0
36ee5dc2-26f,ACC002763,MERCHANT_UTILITIES_39,normal,0
e9733c68-cee,EXTERNAL_PAYROLL,ACC004815,normal,0
5e253b4a-4e5,ACC002742,MERCHANT_RETAIL_1,normal,0
97629c1f-612,ACC002463,MERCHANT_RESTAURANT_2,normal,0
2179bbb3-83a,EXTERNAL_PAYROLL,ACC003084,normal,0
58d12932-547,ACC001790,MERCHANT_RENT_29,normal,0
5a31856e-b36,ACC000300,MERCHANT_HEALTHCARE_17,normal,0
6ce7e074-310,ACC004082,MERCHANT_GROCERY_1,normal,0
a9b81940-fb0,ACC004882,ACC002437,normal,0
0d4c7451-c0e,ACC000677,MERCHANT_UTILITIES_36,normal,0
c55adb97-ad8,ACC002314,MERCHANT_GROCERY_37,normal,0
eefbb10c-fde,ACC002875,MERCHANT_FUEL_43,normal,0
1105242f-d95,ACC000950,MERCHANT_FUEL_27,normal,0
146fa63b-3ea,ACC001755,ACC003428,normal,0
ff406b05-549,ACC004754,MERCHANT_RESTAURANT_46,normal,0
3dfff99a-051,ACC000407,MERCHANT_HEALTHCARE_11,normal,0
1b838799-49e,ACC004318,MERCHANT_SUBSCRIPTION_25,normal,0
0f0e5e34-7a0,ACC000637,MERCHANT_GROCERY_31,normal,0
69878dd2-68f,ACC004914,MERCHANT_UTILITIES_26,normal,0
22c8046e-6b2,ACC003312,MERCHANT_RENT_19,normal,0
e7789aaf-364,ACC002993,MERCHANT_SUBSCRIPTION_29,normal,0
d57e13e8-3da,ACC000130,MERCHANT_INSURANCE_7,normal,0
0125362b-a17,ACC000043,MERCHANT_UTILITIES_35,normal,0
d253844d-09b,ACC002189,MERCHANT_FUEL_21,normal,0
2afe7d6f-dac,ACC003604,MERCHANT_RETAIL_19,normal,0
40fef9e8-4c5,ACC003903,ACC004886,normal,0
858e8eea-a09,ACC004308,ACC002373,normal,0
0a7bf031-f83,ACC004964,MERCHANT_GROCERY_21,normal,0
bdbd13ca-f84,ACC004564,MERCHANT_RETAIL_34,normal,0
a064fc0e-7ed,ACC000945,MERCHANT_HEALTHCARE_19,normal,0
d408dbb4-cd7,ACC003144,MERCHANT_FUEL_49,normal,0
f0f2cab2-45a,ACC001492,ACC003023,normal,0
7f7358d1-a3d,ACC002192,MERCHANT_FUEL_49,normal,0
73645697-b5d,ACC000689,MERCHANT_HEALTHCARE_50,normal,0
bf72ad45-8ca,ACC001470,MERCHANT_GROCERY_10,normal,0
fffe75a1-a5e,ACC004542,MERCHANT_HEALTHCARE_24,normal,0
4b8a95d8-2ee,ACC001415,MERCHANT_RETAIL_3,normal,0
a8822595-f5e,ACC002143,MERCHANT_UTILITIES_18,normal,0
6f53f325-fd2,ACC004045,MERCHANT_SUBSCRIPTION_36,normal,0
caca12c7-bc3,EXTERNAL_PAYROLL,ACC000826,normal,0
195508eb-088,ACC004689,MERCHANT_GROCERY_4,normal,0
9f526dcf-289,ACC002107,MERCHANT_UTILITIES_2,normal,0
cdb9520e-204,ACC002142,MERCHANT_GROCERY_26,normal,0
9bbadde1-f4f,ACC003637,MERCHANT_GROCERY_46,normal,0
472cce46-79a,ACC000959,MERCHANT_HEALTHCARE_43,normal,0
2cc0db62-99b,ACC000974,MERCHANT_UTILITIES_8,normal,0
3355fff4-165,ACC002852,MERCHANT_GROCERY_49,normal,0
ce989c26-23c,ACC002118,MERCHANT_FUEL_33,normal,0
c999ae5b-4d3,ACC002086,MERCHANT_GROCERY_19,normal,0
23a08bf6-4e9,ACC004733,MERCHANT_GROCERY_20,normal,0
c61ed710-c8c,ACC004249,ACC002349,normal,0
31222012-328,ACC000165,MERCHANT_RESTAURANT_45,normal,0
f5947893-2e3,ACC001910,MERCHANT_UTILITIES_8,normal,0
ecd9211d-71d,ACC000878,MERCHANT_UTILITIES_30,normal,0
31215b3b-61f,ACC003158,MERCHANT_SUBSCRIPTION_37,normal,0
b0dec9fa-873,ACC004852,MERCHANT_RENT_12,normal,0
06c05a62-fee,ACC004752,ACC001576,normal,0
31b5e6d2-633,ACC002556,MERCHANT_RENT_44,normal,0
4a624c84-a3d,ACC002900,ACC004789,normal,0
7ab771d9-566,ACC003384,MERCHANT_RETAIL_25,normal,0
872402f2-ba0,ACC004257,MERCHANT_RESTAURANT_32,normal,0
683f0d1e-326,ACC001675,MERCHANT_RESTAURANT_39,normal,0
aae0ab8b-e10,ACC002829,MERCHANT_GROCERY_36,normal,0
3ab24b14-5b7,ACC003424,MERCHANT_RETAIL_32,normal,0
23c10e67-c7d,ACC000672,MERCHANT_RENT_5,normal,0
7fcea25d-396,ACC002536,MERCHANT_HEALTHCARE_28,normal,0
7df0a9ea-3b1,ACC001777,MERCHANT_INSURANCE_5,normal,0
20595389-efc,ACC001082,MERCHANT_RETAIL_23,normal,0
836d4669-3c0,ACC002168,MERCHANT_UTILITIES_45,normal,0
53007725-1ab,ACC004465,MERCHANT_RESTAURANT_13,normal,0
19743775-38a,ACC003058,MERCHANT_UTILITIES_27,normal,0
cac31f10-b8d,ACC001480,MERCHANT_FUEL_7,normal,0
23018225-936,ACC000020,MERCHANT_HEALTHCARE_36,normal,0
37779d67-bb4,ACC003788,MERCHANT_SUBSCRIPTION_21,normal,0
10f18b9f-af1,ACC003061,MERCHANT_RESTAURANT_12,normal,0
fa435cca-21a,ACC002705,MERCHANT_RETAIL_45,normal,0
4ec18ce4-01c,ACC001210,MERCHANT_RENT_7,normal,0
b47c270f-3ef,ACC004800,MERCHANT_RENT_44,normal,0
307e7382-6d4,ACC003982,MERCHANT_GROCERY_49,normal,0
5aa020e6-02d,ACC000726,MERCHANT_HEALTHCARE_18,normal,0
4abdfc59-9d1,ACC002585,MERCHANT_RESTAURANT_7,normal,0
63987a23-f3d,ACC000541,MERCHANT_FUEL_39,normal,0
d37e4664-fb3,ACC000362,MERCHANT_RETAIL_22,normal,0
7999d135-356,ACC003628,ACC004196,normal,0
bcb8ea51-194,ACC004374,MERCHANT_RESTAURANT_24,normal,0
70b0d88e-6cb,ACC002764,MERCHANT_SUBSCRIPTION_34,normal,0
0022ba06-6e7,ACC001010,MERCHANT_GROCERY_16,normal,0
78f7b7ef-f10,ACC004057,MERCHANT_GROCERY_27,normal,0
79ce8dae-536,ACC002256,MERCHANT_GROCERY_40,normal,0
20ba6799-1b0,ACC004737,MERCHANT_RENT_33,normal,0
2b44ed1b-d3a,ACC002311,MERCHANT_FUEL_26,normal,0
7bbffcc2-352,ACC004946,MERCHANT_HEALTHCARE_20,normal,0
cc4ad42e-c0b,ACC003055,MERCHANT_RESTAURANT_4,normal,0
1a42d7a4-5d4,ACC004756,MERCHANT_RENT_16,normal,0
efbe3a4c-676,ACC001786,MERCHANT_FUEL_48,normal,0
333809a5-978,ACC004332,MERCHANT_FUEL_43,normal,0
e3de0fba-e94,ACC003363,MERCHANT_RENT_6,normal,0
c7800a74-726,ACC001832,MERCHANT_FUEL_33,normal,0
bd8c7b0b-528,ACC001131,ACC003077,normal,0
32611350-337,ACC000591,MERCHANT_FUEL_7,normal,0
179058c5-09f,ACC003813,ACC001475,normal,0
a75a2118-bc1,EXTERNAL_PAYROLL,ACC003772,normal,0
5d96c739-bda,ACC001990,MERCHANT_INSURANCE_9,normal,0
14e55a73-b6d,ACC004129,MERCHANT_UTILITIES_4,normal,0
47409a2b-c18,ACC004728,MERCHANT_RENT_4,normal,0
a42ec327-eab,ACC001317,ACC002050,normal,0
85a087d6-f86,ACC004266,MERCHANT_RENT_47,normal,0
b7c52038-ebe,ACC001275,MERCHANT_RESTAURANT_19,normal,0
fa193d8b-dac,ACC001325,MERCHANT_UTILITIES_1,normal,0
e6bf95a9-b9d,ACC001611,MERCHANT_RESTAURANT_25,normal,0
a0976290-fb1,ACC001981,MERCHANT_RESTAURANT_33,normal,0
a4842007-8d3,ACC001247,MERCHANT_GROCERY_37,normal,0
381286ca-ad2,ACC004156,MERCHANT_RESTAURANT_14,normal,0
bc2a1acc-5ba,ACC000491,MERCHANT_FUEL_39,normal,0
f6bcdd33-e7e,ACC003299,MERCHANT_FUEL_30,normal,0
1877068c-06f,ACC004046,MERCHANT_GROCERY_32,normal,0
cd0670f2-8a0,ACC003439,MERCHANT_FUEL_45,normal,0
a8e669f9-aa5,ACC003396,MERCHANT_INSURANCE_24,normal,0
0dab1652-6cf,ACC002382,MERCHANT_HEALTHCARE_37,normal,0
b76fb8fc-bf5,ACC001025,MERCHANT_RESTAURANT_37,normal,0
0c9af3cc-67d,ACC002013,MERCHANT_RETAIL_22,normal,0
6d876dd0-a03,ACC001412,ACC001027,normal,0
261b14a4-c64,ACC001653,MERCHANT_FUEL_10,normal,0
c5e8c47c-aff,ACC003997,MERCHANT_RETAIL_41,normal,0
903db925-eb8,ACC002477,MERCHANT_UTILITIES_28,normal,0
23f647f2-7af,ACC002016,MERCHANT_INSURANCE_9,normal,0
1d6e25f7-1bd,ACC000178,MERCHANT_RESTAURANT_20,normal,0
bbb89e25-032,ACC003322,MERCHANT_GROCERY_12,normal,0
52767a0f-785,ACC000735,MERCHANT_UTILITIES_46,normal,0
4c5007df-94f,ACC004301,MERCHANT_RETAIL_14,normal,0
e324d851-8b6,ACC003835,MERCHANT_RETAIL_34,normal,0
6fb60c50-dc8,ACC003752,MERCHANT_FUEL_19,normal,0
a3a315e2-a5e,ACC003263,MERCHANT_SUBSCRIPTION_11,normal,0
d1228d85-e60,ACC000072,MERCHANT_FUEL_50,normal,0
fe3b118a-57b,ACC004698,MERCHANT_FUEL_30,normal,0
07883d4e-a56,ACC000226,MERCHANT_RETAIL_15,normal,0
9f45aaad-2e4,ACC000772,MERCHANT_UTILITIES_18,normal,0
2f6fc126-a00,ACC001180,MERCHANT_FUEL_37,normal,0
c339de30-45c,ACC002779,MERCHANT_SUBSCRIPTION_49,normal,0
b2b2373d-e09,ACC003669,MERCHANT_FUEL_6,normal,0
45d65ed2-09e,ACC001833,MERCHANT_SUBSCRIPTION_27,normal,0
f18a542c-cd0,ACC000740,MERCHANT_SUBSCRIPTION_26,normal,0
2035dc78-e78,ACC001230,MERCHANT_HEALTHCARE_39,normal,0
e43142cc-815,ACC000385,MERCHANT_GROCERY_11,normal,0
e2eebc72-932,ACC004509,MERCHANT_RENT_35,normal,0
c8268cd9-1c6,ACC004855,MERCHANT_RENT_11,normal,0
1e16896a-564,ACC004574,MERCHANT_RETAIL_22,normal,0
00f67713-582,ACC002762,MERCHANT_HEALTHCARE_43,normal,0
065a05c4-357,ACC004057,MERCHANT_FUEL_6,normal,0
592a2592-63c,ACC004861,MERCHANT_UTILITIES_40,normal,0
360cc270-e8e,ACC003789,MERCHANT_GROCERY_31,normal,0
e76562b4-16b,ACC004996,MERCHANT_GROCERY_44,normal,0
fb18683d-73c,ACC000357,MERCHANT_HEALTHCARE_16,normal,0
d97149c8-84a,ACC003668,MERCHANT_RESTAURANT_4,normal,0
e4177ca9-b1a,ACC003072,MERCHANT_INSURANCE_19,normal,0
91fc42c0-3c7,ACC000941,MERCHANT_RETAIL_9,normal,0
69fcfb2d-a82,ACC000717,MERCHANT_UTILITIES_22,normal,0
658e665e-783,ACC002929,MERCHANT_GROCERY_41,normal,0
a62cd165-d5a,ACC002913,MERCHANT_RETAIL_39,normal,0
1c1bf084-3c6,ACC002632,ACC002722,normal,0
f9d66b6f-629,ACC001711,MERCHANT_HEALTHCARE_43,normal,0
717dc66c-27c,ACC001922,MERCHANT_RESTAURANT_46,normal,0
c629161d-d2a,ACC000172,MERCHANT_RESTAURANT_6,normal,0
3a399ec1-a78,ACC004222,MERCHANT_HEALTHCARE_41,normal,0
a921134b-d2a,ACC001159,MERCHANT_UTILITIES_26,normal,0
2769160d-3e9,ACC004766,MERCHANT_RENT_19,normal,0
66c6a7f0-9db,ACC001749,MERCHANT_SUBSCRIPTION_1,normal,0
6599275d-04d,ACC001773,MERCHANT_SUBSCRIPTION_37,normal,0
dd9a9d30-144,ACC002854,MERCHANT_HEALTHCARE_14,normal,0
c9a059c1-4d3,ACC000108,MERCHANT_RENT_21,normal,0
b9ee9b35-074,ACC003729,MERCHANT_INSURANCE_36,normal,0
aa68bb22-682,ACC000487,ACC000219,normal,0
f9d380b5-9e3,ACC000138,MERCHANT_RENT_7,normal,0
45b0d7e8-b0e,ACC000862,ACC004660,normal,0
ac74d33d-cc2,ACC002693,MERCHANT_UTILITIES_13,normal,0
b21cb4ff-331,ACC002063,MERCHANT_RENT_31,normal,0
c74498d0-b94,ACC000190,MERCHANT_RESTAURANT_3,normal,0
a03d3174-c0f,ACC003855,MERCHANT_HEALTHCARE_12,normal,0
dc2059ac-b85,ACC003268,MERCHANT_INSURANCE_14,normal,0
8b2bdbfb-be4,ACC003336,MERCHANT_RESTAURANT_6,normal,0
5c881603-7a5,ACC000182,MERCHANT_GROCERY_9,normal,0
9d72d545-1f8,ACC004743,MERCHANT_UTILITIES_33,normal,0
f78eb6ac-965,ACC001907,MERCHANT_RETAIL_31,normal,0
16b36917-b3f,ACC000535,ACC000802,normal,0
b7ba0e1b-42f,ACC004218,MERCHANT_FUEL_12,normal,0
3ce8049b-e9c,ACC002343,MERCHANT_FUEL_13,normal,0
4089fcbd-5c6,ACC001545,MERCHANT_RETAIL_49,normal,0
aeb5a40f-020,ACC001520,MERCHANT_HEALTHCARE_1,normal,0
1a1b8f1d-295,ACC000206,MERCHANT_SUBSCRIPTION_37,normal,0
3af12699-e35,ACC004505,MERCHANT_UTILITIES_28,normal,0
e9f471e5-562,ACC002634,MERCHANT_GROCERY_42,normal,0
c12753c0-b01,ACC002342,MERCHANT_SUBSCRIPTION_46,normal,0
0e48f916-ad2,ACC001749,MERCHANT_UTILITIES_28,normal,0
04148d1d-8b0,ACC001517,MERCHANT_RETAIL_1,normal,0
f78f091e-97f,ACC000121,ACC003356,normal,0
12991e4b-547,ACC002568,MERCHANT_SUBSCRIPTION_5,normal,0
38a0cfea-215,ACC003958,MERCHANT_HEALTHCARE_1,normal,0
733e8f17-648,ACC001469,MERCHANT_RETAIL_32,normal,0
617abf13-6c6,EXTERNAL_PAYROLL,ACC003627,normal,0
b757c5ad-1fa,ACC003646,MERCHANT_HEALTHCARE_35,normal,0
a086c5a5-66f,ACC000937,MERCHANT_UTILITIES_20,normal,0
a7a77527-c7d,ACC003784,ACC001398,normal,0
113eb514-23e,ACC004070,MERCHANT_GROCERY_1,normal,0
c4464328-e45,ACC001213,MERCHANT_GROCERY_42,normal,0
ae61d9e8-c3b,ACC001532,MERCHANT_HEALTHCARE_24,normal,0
3f5c4efb-993,ACC000929,MERCHANT_GROCERY_5,normal,0
34d0a507-1de,ACC002232,MERCHANT_GROCERY_19,normal,0
37911c5c-564,ACC003578,MERCHANT_INSURANCE_42,normal,0
6c60fb30-605,ACC000781,MERCHANT_HEALTHCARE_9,normal,0
54034698-815,ACC004976,MERCHANT_GROCERY_22,normal,0
7027cdf1-ab0,ACC004571,MERCHANT_UTILITIES_44,normal,0
63a2aa94-532,ACC000081,MERCHANT_RETAIL_8,normal,0
a4f1c986-00d,ACC001796,MERCHANT_RETAIL_11,normal,0
d6a9ce8a-043,ACC001100,MERCHANT_RETAIL_4,normal,0
7167f1c4-b77,ACC002979,MERCHANT_INSURANCE_46,normal,0
e3afe317-f4d,ACC001605,MERCHANT_UTILITIES_30,normal,0
641ac148-5bb,ACC003369,MERCHANT_RENT_27,normal,0
bb19ba77-1c3,ACC004615,MERCHANT_HEALTHCARE_47,normal,0
ec208346-93c,EXTERNAL_PAYROLL,ACC002321,normal,0
e0211f19-a8b,ACC001508,MERCHANT_RESTAURANT_48,normal,0
dcb7c4f8-ef1,ACC003086,MERCHANT_INSURANCE_6,normal,0
b99604ec-2f9,ACC003983,MERCHANT_GROCERY_23,normal,0
6476e5cf-9c1,ACC003931,MERCHANT_UTILITIES_20,normal,0
b3504f2f-27e,ACC000674,MERCHANT_UTILITIES_25,normal,0
3d8f1175-002,ACC001853,ACC000719,normal,0
a33a7bc6-66d,ACC002329,MERCHANT_RETAIL_47,normal,0
c8c0b3a5-e42,ACC001902,MERCHANT_FUEL_7,normal,0
a1494a54-38b,ACC004699,MERCHANT_INSURANCE_47,normal,0
790b784b-775,ACC004292,MERCHANT_GROCERY_13,normal,0
52a27e1f-3f1,ACC001529,ACC004523,normal,0
5c7621e7-feb,ACC002206,MERCHANT_HEALTHCARE_24,normal,0
0a61b1cc-3e7,ACC000683,MERCHANT_INSURANCE_44,normal,0
e65bafa3-e5b,ACC001135,MERCHANT_GROCERY_49,normal,0
eef79a3a-359,ACC001971,MERCHANT_HEALTHCARE_12,normal,0
3ada650d-2b1,ACC003975,MERCHANT_HEALTHCARE_23,normal,0
8c955000-c27,ACC002528,MERCHANT_RENT_35,normal,0
44d51f44-c87,ACC003325,ACC001437,normal,0
8e448835-9b3,ACC003180,MERCHANT_SUBSCRIPTION_30,normal,0
c8e7bcba-9e8,ACC003005,MERCHANT_GROCERY_18,normal,0
58e60bb1-373,ACC002355,MERCHANT_GROCERY_45,normal,0
b66a9153-4e3,ACC002982,MERCHANT_RETAIL_28,normal,0
8bb9a37b-243,ACC002334,MERCHANT_UTILITIES_14,normal,0
aec05024-30e,ACC000835,MERCHANT_RENT_27,normal,0
396d3458-859,ACC003414,MERCHANT_RESTAURANT_17,normal,0
bf7361e5-d62,ACC003040,MERCHANT_GROCERY_35,normal,0
f71d37f5-2ad,ACC000068,MERCHANT_RESTAURANT_43,normal,0
151dd216-f52,ACC003151,MERCHANT_RETAIL_20,normal,0
cfe7f940-425,ACC004169,MERCHANT_GROCERY_13,normal,0
57a93c9d-ed4,ACC000997,MERCHANT_FUEL_24,normal,0
31cb2966-00d,ACC001342,MERCHANT_RETAIL_13,normal,0
7c57951a-182,ACC002397,MERCHANT_UTILITIES_16,normal,0
d9befab3-851,ACC004258,MERCHANT_HEALTHCARE_47,normal,0
cd0cd5d5-416,ACC000429,MERCHANT_RESTAURANT_12,normal,0
a14db1d5-31e,ACC004222,MERCHANT_UTILITIES_17,normal,0
d42ceda7-c82,ACC003784,MERCHANT_HEALTHCARE_11,normal,0
c744f0f6-6ee,ACC003172,MERCHANT_HEALTHCARE_1,normal,0
9596bc55-e62,ACC002650,MERCHANT_UTILITIES_1,normal,0
3e73b7e9-e21,ACC001944,MERCHANT_SUBSCRIPTION_44,normal,0
051501d0-4c3,ACC001524,MERCHANT_GROCERY_43,normal,0
b9cb4aa3-829,ACC003826,MERCHANT_SUBSCRIPTION_13,normal,0
08c7e130-430,ACC004721,MERCHANT_INSURANCE_45,normal,0
37bbcf70-7e9,ACC000395,MERCHANT_SUBSCRIPTION_7,normal,0
f4599aca-add,ACC000393,ACC002370,normal,0
183d01aa-078,ACC003849,MERCHANT_HEALTHCARE_3,normal,0
ec058b30-c6a,ACC001043,MERCHANT_SUBSCRIPTION_30,normal,0
9e85c74e-a00,ACC001938,MERCHANT_RESTAURANT_32,normal,0
34f3ac21-ceb,ACC001178,MERCHANT_RETAIL_27,normal,0
1fed2934-5f3,ACC000328,MERCHANT_HEALTHCARE_28,normal,0
49900e48-e6e,ACC000685,MERCHANT_SUBSCRIPTION_4,normal,0
cce8868c-775,ACC004888,MERCHANT_FUEL_48,normal,0
c24cc3ca-2a1,ACC003384,MERCHANT_GROCERY_40,normal,0
bae53043-b0b,ACC001410,MERCHANT_GROCERY_31,normal,0
7d29ea53-9b1,ACC002762,MERCHANT_GROCERY_50,normal,0
0dd14d2a-e3c,ACC001526,MERCHANT_SUBSCRIPTION_24,normal,0
269bb98d-60e,ACC003461,MERCHANT_RENT_11,normal,0
558b7fc8-713,ACC003481,MERCHANT_GROCERY_11,normal,0
